Activity_ID,ActivityNumber,ActivityName,SeasonName,ChildSeasonName,Type,CategoryName,OtherCategoryName,RiskCategoryName,EnrollMin,EnrollMax,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,AgesMin,AgesMinMonth,AgesMinWeek,AgesMax,AgesMaxMonth,AgesMaxWeek,GradeMin,GradeMax,WeekDays,PrimaryInstructorName,NumberOfHours,NumberOfDates,ActivityLocation,FeeDescription,AccountName,KeyFeesTotal,OtherFeesTotal,FeeSummary,Description,PublicURL
68169,73988,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,24,24,1/8/2025,3/26/2025,3:00 PM,3:30 PM,6,0,0,17,0,0,,,W,,5.5,11,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,132,0,Member: Free. Non-member: $132.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68169
68170,73989,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/8/2025,3/26/2025,5:00 PM,5:30 PM,6,0,0,17,0,0,,,W,,5.5,11,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,132,0,Member: Free. Non-member: $132.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68170
68171,73990,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/11/2025,2/15/2025,11:20 AM,11:50 AM,6,0,0,17,0,0,,,Sa,,3,6,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,72,0,Member: Free. Non-member: $72.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68171
68172,73991,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/11/2025,2/15/2025,11:50 AM,12:20 PM,6,0,0,17,0,0,,,Sa,,3,6,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,72,0,Member: Free. Non-member: $72.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68172
68173,73992,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/12/2025,2/16/2025,2:35 PM,3:05 PM,6,0,0,17,0,0,,,Su,,3,6,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,72,0,Member: Free. Non-member: $72.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68173
68174,73993,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/6/2025,3/24/2025,6:35 PM,7:05 PM,6,0,0,17,0,0,,,M,,5,10,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,120,0,Member: Free. Non-member: $120.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68174
68175,73994,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/6/2025,3/24/2025,7:05 PM,7:35 PM,6,0,0,17,0,0,,,M,,5,10,Ballard Pool Lane #2 at Ballard Pool,Activity Fee,BALP Lesson,120,0,Member: Free. Non-member: $120.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68175
68176,73995,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,16,16,1/9/2025,3/27/2025,3:00 PM,3:30 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,120,0,Member: Free. Non-member: $120.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68176
68177,73996,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,32,32,1/9/2025,3/27/2025,6:35 PM,7:05 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,120,0,Member: Free. Non-member: $120.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68177
68178,73997,Learn To Swim-Beginning,Winter 2025,Winter 2025: Term 2,Activity,Aquatics,,,4,24,24,1/9/2025,3/27/2025,7:05 PM,7:35 PM,6,0,0,17,0,0,,,Th,,5,10,Ballard Pool Lane #1 at Ballard Pool,Activity Fee,BALP Lesson,120,0,Member: Free. Non-member: $120.00,"Red Cross Learn-to-Swim consists of six comprehensive levels that teach people of varying ages and abilities how to swim skillfully and safely. Each group includes training in basic water safety. All aquatic and safety skills are taught in a logical progression. The objectives are to become oriented to the aquatic environment, to develop positive attitudes and safe practices in, on, and around water, to gain basic skills and build on those skills, to achieve basic water competency in a pool environment and to learn to swim.Level 1: Introduction to Water SkillsLevel 2: Fundamental Aquatic SkillsLevel 3: Stroke Development(The American Red Cross Swim App is a great tool to track your swimmer's progression through skills learned. Students are grouped by skills rather than levels. It is a free mobile download for Android and Apple devices. Text SWIM to 90999 for the link to download)",http://apm.activecommunities.com/seattle/Activity_Search/68178
